Hour,Access,Alcohol,Align,Day,Hit,Light,Collision,Interection,Weather,ADT,Num Lanes,Pav Width,Dr Age,Dr Cond.,Dr Distract,Dr Gender,Num Occ,Veh Year,Violations,Ped Age,Ped Cond.,Ped Inj.,Ped Gender
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,One,Unk ,Unk,Unk,Normal,No Injury,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,One,Unk ,Unk,25-34,Normal,No Injury,Female
12AM-6AM,Partial Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Unk,FALSE,Abnormal,Over 10000,Two,Narrow,Unk,Other,Unk,Unk,One,Unk ,Improper Backing,25-34,Impaired,Fatal,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Unk,Male,Two,1991-2000,No Violations,15-24,Inattentive/Distracted,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Left Turn,TRUE,Clear,Unk,No Info.,Unk,35-44,Normal,Unk,Female,One,Unk ,Failure To Yield,Unk,Unk,No Injury,Unk
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Left Turn,TRUE,Clear,Unk,No Info.,Unk,35-44,Normal,Unk,Female,One,Unk ,Failure To Yield,Unk,Unk,No Injury,Unk
6PM-12AM,Unk,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Right Turn,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Female,One,1991-2000,Unk,25-34,Impaired,Complaint,Male
6PM-12AM,No Control,FALSE,Curve-Level,Weekday,TRUE,Dark - Street Light,Unk,FALSE,Clear,Over 10000,Four,Very Wide,Unk,Other,Unk,Unk,One,2001-2010,Improper Backing,15-24,Inattentive/Distracted,Moderate,Male
12PM-6PM,Unk,FALSE,Unk,Weekday,FALSE,Unk,Single Vehicle,TRUE,Unk,Over 10000,Four,Very Wide,55-64,Other,Unk,Male,One,2001-2010,Unk,Unk,Normal,Severe,Female
12PM-6PM,No Control,TRUE,Straight-Level,Weekend,FALSE,Daylight,Unk,TRUE,Abnormal,Unk,No Info.,Unk,55-64,Normal,Unk,Female,One,1991-2000,No Violations,55-64,Impaired,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Single Vehicle,FALSE,Clear,Over 10000,Six,Very Wide,Unk,Other,Unk,Unk,One,Unk ,Careless Operation,45-54,Impaired,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,25-34,Normal,Unk,Male,Two,1991-2000,Improper Backing,15-24,Unk,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,Unk ,Careless Operation,15-24,Normal,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,5001-10000,Two,Narrow,45-54,Normal,Unk,Male,One,2001-2010,No Violations,35-44,Impaired,Fatal,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Unk,Male,One,1991-2000,No Violations,Unk,Inattentive/Distracted,Fatal,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,TRUE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,Unk ,Unk,35-44,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Abnormal,Unk,No Info.,Unk,15-24,Normal,Unk,Male,Two,1991-2000,No Violations,Unk,Normal,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Single Vehicle,FALSE,Abnormal,Over 10000,Four,Very Wide,Unk,Other,Unk,Unk,One,Unk ,Improper Backing,15-24,Inattentive/Distracted,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Unk,Male,One,2001-2010,Careless Operation,Unk,Inattentive/Distracted,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Unk,Male,Five or more,1991-2000,No Violations,25-34,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,35-44,Normal,Unk,Female,One,1991-2000,No Violations,Unk,Inattentive/Distracted,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Over 10000,Four,Very Wide,45-54,Normal,Unk,Male,One,2001-2010,No Violations,55-64,Unk,Complaint,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Unk,Female,Five or more,1991-2000,No Violations,Unk,Normal,Moderate,Female
12PM-6PM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Abnormal,Unk,No Info.,Unk,25-34,Normal,Unk,Female,Five or more,1990 and Before,No Violations,35-44,Normal,Moderate,Female
6PM-12AM,Unk,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Rear End,TRUE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,Unk ,Following Too Closely,35-44,Normal,Complaint,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,Unk ,Improper Backing,15-24,Unk,Severe,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Rear End,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,One,1990 and Before,No Violations,Unk,Normal,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,55-64,Normal,Unk,Female,One,2001-2010,No Violations,Unk,Inattentive/Distracted,Moderate,Male
12PM-6PM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Abnormal,Unk,No Info.,Unk,45-54,Normal,Unk,Male,One,1990 and Before,No Violations,Unk,Impaired,Complaint,Male
6AM-12PM,No Control,FALSE,"Dip, Hump",Weekend,FALSE,Daylight,Single Vehicle,TRUE,Clear,Over 10000,Four,Very Wide,35-44,Normal,Unk,Male,One,1991-2000,Improper Backing,Unk,Normal,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,75-Inf,Normal,Unk,Male,One,1991-2000,No Violations,Unk,Inattentive/Distracted,Complaint,Male
6PM-12AM,Partial Control,FALSE,Curve-Level,Weekday,TRUE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Other,Unk,Unk,One,1990 and Before,No Violations,35-44,Impaired,Severe,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,2001-5000,Two,Narrow,15-24,Normal,Unk,Male,One,1991-2000,No Violations,35-44,Inattentive/Distracted,Moderate,Female
6AM-12PM,No Control,FALSE,Curve-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Over 10000,Two,Wide,35-44,Normal,Unk,Male,One,1991-2000,Improper Backing,25-34,Inattentive/Distracted,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Unk,Male,One,1991-2000,Driving Left Of Center,65-74,Inattentive/Distracted,Moderate,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Head-On,FALSE,Clear,Unk,No Info.,Unk,45-54,Impaired,Unk,Male,One,2001-2010,Driver Condition,25-34,Normal,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,2001-2010,Improper Backing,15-24,Normal,Moderate,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,"Dusk, Dawn",Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,45-54,Normal,Unk,Male,One,1991-2000,No Violations,55-64,Normal,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,One,1990 and Before,Unk,Unk,Impaired,Moderate,Female
6PM-12AM,Unk,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,FALSE,Abnormal,Unk,No Info.,Unk,Unk,Other,Unk,Male,One,Unk ,Unk,15-24,Impaired,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Unk,Female,Two,1991-2000,Driver Condition,Unk,Normal,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Abnormal,Unk,No Info.,Unk,15-24,Normal,Unk,Female,Two,1991-2000,No Violations,15-24,Impaired,Moderate,Male
12AM-6AM,No Control,TRUE,Straight-Level,Weekend,TRUE,Dark - Street Light,Single Vehicle,FALSE,Clear,2001-5000,Two,Wide,Unk,Other,Unk,Unk,One,Unk ,Improper Backing,15-24,Inattentive/Distracted,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Unk,Female,Two,1990 and Before,No Violations,Unk,Inattentive/Distracted,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,55-64,Normal,Unk,Male,One,Unk ,No Violations,25-34,Inattentive/Distracted,No Injury,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Abnormal,Unk,No Info.,Unk,45-54,Normal,Unk,Male,One,2001-2010,No Violations,Unk,Unk,Complaint,Male
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Rear End,TRUE,Clear,Over 10000,Four,Very Wide,65-74,Inattentive/Distracted,Unk,Female,One,1991-2000,Following Too Closely,45-54,Inattentive/Distracted,No Injury,Male
6PM-12AM,Unk,FALSE,Unk,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Over 10000,Six,Very Wide,55-64,Normal,Unk,Female,One,1990 and Before,Improper Backing,15-24,Normal,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,45-54,Normal,Unk,Female,Two,2001-2010,No Violations,Unk,Inattentive/Distracted,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Unk,TRUE,Abnormal,Over 10000,Four,Very Wide,15-24,Other,Unk,Male,Two,1991-2000,Improper Backing,25-34,Normal,Complaint,Female
6PM-12AM,Unk,FALSE,Unk,Weekday,TRUE,Unk,Unk,FALSE,Unk,Unk,No Info.,Unk,15-24,Other,Unk,Male,One,1991-2000,Failure To Yield,45-54,Normal,Complaint,Male
12PM-6PM,Partial Control,TRUE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,Over 10000,Four,Very Wide,25-34,Normal,Unk,Male,Two,2001-2010,Careless Operation,Unk,Impaired,Severe,Male
6PM-12AM,No Control,FALSE,Curve-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,TRUE,Clear,Over 10000,Eight,Very Wide,45-54,Inattentive/Distracted,Unk,Female,Two,2001-2010,Careless Operation,Unk,Normal,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Female,One,1991-2000,Unk,Unk,Unk,Complaint,Male
6AM-12PM,Full Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Rear End,FALSE,Clear,Over 10000,Six,Very Wide,45-54,Inattentive/Distracted,Unk,Male,One,1991-2000,Following Too Closely,45-54,Inattentive/Distracted,No Injury,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,Unk ,Unk,15-24,Inattentive/Distracted,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Unk,Male,One,1991-2000,No Violations,Unk,Normal,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,Unk ,Careless Operation,15-24,Normal,Complaint,Male
12PM-6PM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Unk,Female,One,2001-2010,No Violations,15-24,Inattentive/Distracted,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Unk,TRUE,Abnormal,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,Unk ,Failure To Yield,15-24,Normal,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,Unk ,Unk,Unk,Inattentive/Distracted,Moderate,Female
12PM-6PM,No Control,TRUE,Straight-Level,Weekday,TRUE,"Dusk, Dawn",Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,15-24,Other,Unk,Female,One,1991-2000,Unk,15-24,Impaired,Moderate,Female
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Single Vehicle,FALSE,Abnormal,Over 10000,Six,Very Wide,15-24,Normal,Unk,Male,One,Unk ,Unk,45-54,Normal,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,5001-10000,Two,Narrow,35-44,Normal,Unk,Male,One,1991-2000,No Violations,15-24,Inattentive/Distracted,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,75-Inf,Normal,Unk,Male,One,Unk ,No Violations,Unk,Unk,Complaint,Female
12AM-6AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,Unk ,Unk,35-44,Impaired,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Unk,Female,One,1991-2000,No Violations,Unk,Inattentive/Distracted,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,TRUE,Abnormal,Over 10000,Four,Very Wide,45-54,Inattentive/Distracted,Unk,Male,One,1991-2000,No Violations,25-34,Inattentive/Distracted,Moderate,Male
6AM-12PM,Full Control,TRUE,Straight-Level,Weekend,FALSE,Daylight,Unk,TRUE,Clear,Over 10000,Four,Very Wide,45-54,Other,Unk,Male,One,1991-2000,Unk,Unk,Impaired,Complaint,Male
12PM-6PM,Partial Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Unk,Over 10000,Four,Very Wide,Unk,Other,Unk,Male,One,Unk ,Improper Backing,Unk,Unk,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,Unk ,Improper Backing,25-34,Impaired,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,One,1991-2000,No Violations,Unk,Normal,Complaint,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,FALSE,Abnormal,Over 10000,Four,Very Wide,15-24,Normal,Unk,Male,One,1991-2000,No Violations,35-44,Inattentive/Distracted,Moderate,Female
12PM-6PM,Unk,FALSE,Unk,Weekend,FALSE,Unk,Unk,TRUE,Unk,Over 10000,Four,Very Wide,Unk,Unk,Unk,Unk,Unk,Unk ,Unk,35-44,Inattentive/Distracted,Severe,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,45-54,Inattentive/Distracted,Unk,Male,One,1991-2000,Failure To Yield,65-74,Normal,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,35-44,Normal,Unk,Female,One,Unk ,Failure To Yield,45-54,Normal,No Injury,Male
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Single Vehicle,TRUE,Abnormal,Over 10000,Four,Very Wide,Unk,Other,Unk,Unk,One,Unk ,Improper Backing,15-24,Normal,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Over 10000,Four,Very Wide,45-54,Normal,Unk,Male,Two,2001-2010,No Violations,25-34,Normal,Moderate,Male
6PM-12AM,Unk,TRUE,Straight-Level,Weekend,TRUE,Dark - Street Light,Unk,FALSE,Unk,Unk,No Info.,Unk,45-54,Impaired,Unk,Male,One,1991-2000,Careless Operation,25-34,Normal,Complaint,Male
6PM-12AM,Unk,TRUE,Straight-Level,Weekend,TRUE,Dark - Street Light,Unk,FALSE,Unk,Unk,No Info.,Unk,45-54,Impaired,Unk,Male,One,1991-2000,Careless Operation,25-34,Normal,Moderate,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,25-34,Inattentive/Distracted,Unk,Male,One,1991-2000,Driver Condition,45-54,Unk,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,TRUE,Clear,Over 10000,Four,Very Wide,15-24,Normal,Unk,Male,One,1991-2000,No Violations,55-64,Inattentive/Distracted,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,15-24,Normal,Unk,Male,One,Unk ,No Violations,Unk,Inattentive/Distracted,No Injury,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Right Angle,TRUE,Clear,Over 10000,Four,Very Wide,35-44,Normal,Unk,Male,One,1991-2000,No Violations,Unk,Inattentive/Distracted,Complaint,Male
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,25-34,Normal,Unk,Female,One,Unk ,No Violations,15-24,Impaired,No Injury,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Unk,Female,Two,1991-2000,"Cutting In, Improper Passing",Unk,Normal,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,15-24,Other,Unk,Male,One,1990 and Before,No Violations,35-44,Inattentive/Distracted,Fatal,Female
12AM-6AM,Full Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Unk,FALSE,Abnormal,Unk,No Info.,Unk,Unk,Other,Unk,Female,One,Unk ,Unk,Unk,Normal,No Injury,Unk
12AM-6AM,Unk,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Right Angle,TRUE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,Unk ,Improper Backing,15-24,Normal,Moderate,Male
6PM-12AM,Unk,TRUE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Impaired,Unk,Female,One,2001-2010,Exceeding Stated Speed Limit,25-34,Normal,Severe,Female
6PM-12AM,Unk,TRUE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Impaired,Unk,Female,One,2001-2010,Exceeding Stated Speed Limit,Unk,Normal,Complaint,Male
6PM-12AM,Unk,FALSE,Unk,Weekday,FALSE,Dark - Street Light,Right Angle,FALSE,Clear,Unk,No Info.,Unk,55-64,Normal,Unk,Female,One,Unk ,No Violations,Unk,Impaired,No Injury,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,"Dusk, Dawn",Right Angle,FALSE,Abnormal,Unk,No Info.,Unk,15-24,Normal,Unk,Male,Two,1991-2000,Unk,45-54,Normal,Complaint,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Head-On,TRUE,Clear,Over 10000,Four,Very Wide,35-44,Normal,Unk,Male,One,1991-2000,No Violations,15-24,Inattentive/Distracted,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Right Angle,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Female,One,1991-2000,No Violations,Unk,Inattentive/Distracted,No Injury,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Abnormal,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Unk,Female,Two,1990 and Before,Improper Backing,15-24,Unk,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,2001-5000,Two,Narrow,65-74,Normal,Unk,Male,One,2001-2010,No Violations,Unk,Inattentive/Distracted,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,TRUE,Abnormal,Over 10000,Four,Very Wide,65-74,Normal,Unk,Male,One,2001-2010,No Violations,Unk,Normal,Complaint,Male
6PM-12AM,Unk,TRUE,Straight-Level,Weekend,TRUE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Impaired,Unk,Male,One,2001-2010,Driver Condition,75-Inf,Unk,Fatal,Male
6PM-12AM,No Control,FALSE,On Grade,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,15-24,Normal,Unk,Female,Two,2001-2010,No Violations,15-24,Normal,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,"Dusk, Dawn",Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,Two,1991-2000,Improper Backing,15-24,Normal,Moderate,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Left Turn,TRUE,Abnormal,Over 10000,Two,Wide,15-24,Normal,Unk,Female,One,1991-2000,Failure To Yield,65-74,Normal,Complaint,Male
12PM-6PM,Unk,FALSE,Unk,Weekday,FALSE,Unk,Unk,FALSE,Unk,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,Unk,Unk ,Unk,55-64,Normal,Moderate,Male
12PM-6PM,Unk,FALSE,Unk,Weekday,FALSE,Unk,Unk,FALSE,Unk,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,Unk,Unk ,Unk,45-54,Inattentive/Distracted,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Female,One,1991-2000,Improper Starting,55-64,Normal,Severe,Male
6PM-12AM,Partial Control,TRUE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Unk,One,1991-2000,No Violations,45-54,Impaired,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,TRUE,Clear,Over 10000,Six,Very Wide,25-34,Normal,Unk,Male,One,1991-2000,No Violations,Unk,Inattentive/Distracted,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,TRUE,Abnormal,Over 10000,Four,Very Wide,25-34,Normal,Unk,Female,One,2001-2010,No Violations,25-34,Normal,Moderate,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,TRUE,"Dusk, Dawn",Unk,TRUE,Clear,Unk,No Info.,Unk,75-Inf,Impaired,Unk,Male,One,1991-2000,Disregarded Traffic Control,25-34,Unk,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,1991-2000,Careless Operation,35-44,Unk,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,65-74,Normal,Unk,Male,One,2001-2010,No Violations,65-74,Normal,Moderate,Female
12AM-6AM,Unk,TRUE,Straight-Level,Weekday,TRUE,Dark - Street Light,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,Unk ,Improper Backing,35-44,Impaired,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Single Vehicle,FALSE,Abnormal,Over 10000,Six,Very Wide,55-64,Other,Unk,Female,One,2001-2010,No Violations,55-64,Unk,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,TRUE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Unk,One,Unk ,Unk,35-44,Normal,Complaint,Male
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,35-44,Other,Unk,Male,One,1991-2000,No Violations,15-24,Impaired,Complaint,Male
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,35-44,Other,Unk,Male,One,1991-2000,No Violations,15-24,Impaired,Complaint,Male
12AM-6AM,Partial Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,Two,1991-2000,Other Improper Turning,55-64,Normal,Moderate,Female
